,cascade_root_id,cascade_id,time_bucket,depth,size,max_breadth,virality,strongly_cc,size_of_scc,density,layer_ratio,structural_heterogeneity,characteristic_distance,veracity
76742,787490.0,76742.0,4034725.0,2.0,20.0,15.0,0.0763157894736842,20.0,20.0,0.05,1.3333333333333333,1.8079541091913336,1.444839601276325,0.0
65438,704943.0,65438.0,4034725.0,1.0,4.0,4.0,0.25,4.0,4.0,0.25,1.0,1.1547005383792517,3.4973316197244064,0.0
77936,809081.0,77936.0,4034725.0,3.0,18.0,12.0,0.1045751633986928,18.0,18.0,0.0555555555555555,1.4166666666666667,1.5784009252939692,1.0318672935828286,0.0
62375,694043.0,62375.0,4034725.0,1.0,3.0,3.0,0.3333333333333333,3.0,3.0,0.3333333333333333,1.0,1.0606601717798214,2.466303425947148,0.0
67452,714462.0,67452.0,4034725.0,1.0,5.0,5.0,0.2,5.0,5.0,0.2,1.0,1.25,4.445556177931239,0.0
68428,720455.0,68428.0,4034725.0,1.0,7.0,7.0,0.1428571428571428,7.0,7.0,0.1428571428571428,1.0,1.4288690166235205,6.566261104483427,0.0
63532,697643.0,63532.0,4034725.0,1.0,3.0,3.0,0.3333333333333333,3.0,3.0,0.3333333333333333,1.0,1.0606601717798214,2.466303425947148,0.0
70183,729466.0,70183.0,4034725.0,2.0,3.0,2.0,0.6666666666666666,3.0,3.0,0.3333333333333333,1.5,1.0606601717798214,1.8197849361681229,0.0
60780,689081.0,60780.0,4034725.0,1.0,3.0,3.0,0.3333333333333333,3.0,3.0,0.3333333333333333,1.0,1.0606601717798214,2.466303425947148,0.0
80228,902723.0,80228.0,4034725.0,4.0,70.0,31.0,0.0401656314699793,70.0,70.0,0.0142857142857142,2.107142857142857,2.20103849770716,1.1105655254716371,0.0
65226,704072.0,65226.0,4034725.0,1.0,4.0,4.0,0.25,4.0,4.0,0.25,1.0,1.1547005383792517,3.4973316197244064,0.0
3911,4017500.0,86500.0,4034735.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,1.0
62435,694230.0,62435.0,4034725.0,1.0,3.0,3.0,0.3333333333333333,3.0,3.0,0.3333333333333333,1.0,1.0606601717798214,2.466303425947148,0.0
77886,808008.0,77886.0,4034725.0,3.0,18.0,14.0,0.0915032679738562,18.0,18.0,0.0555555555555555,1.2142857142857142,1.7558601831293297,1.0115547186597778,0.0
6050,4022014.0,88639.0,4034735.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,1.0
64899,702726.0,64899.0,4034725.0,1.0,4.0,4.0,0.25,4.0,4.0,0.25,1.0,1.1547005383792517,3.4973316197244064,0.0
63011,696023.0,63011.0,4034725.0,1.0,3.0,3.0,0.3333333333333333,3.0,3.0,0.3333333333333333,1.0,1.0606601717798214,2.466303425947148,0.0
5718,4021314.0,88307.0,4034735.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,1.0
69602,727658.0,69602.0,4034725.0,2.0,3.0,2.0,0.6666666666666666,3.0,3.0,0.3333333333333333,1.5,1.0606601717798214,1.8197849361681229,0.0
4,3843878.0,82593.0,4034735.0,4.0,1554.0,1308.0,0.0009136631802439,1554.0,1554.0,0.0006435006435006,1.154434250764526,16.600460003779155,0.5795387197987608,1.0
57137,680372.0,57137.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
74211,756672.0,74211.0,4034725.0,2.0,9.0,8.0,0.1388888888888889,9.0,9.0,0.1111111111111111,1.125,1.4523687548277813,0.9135735523927536,0.0
5411,4020667.0,88000.0,4034735.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,1.0
1429,4004885.0,84018.0,4034735.0,2.0,11.0,10.0,0.109090909090909,11.0,11.0,0.0909090909090909,1.1,1.6077935190813526,0.8386990417320732,1.0
4766,4019304.0,87355.0,4034735.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,1.0
286,3967908.0,82875.0,4034735.0,4.0,146.0,120.0,0.0112423240434577,146.0,146.0,0.0068493150684931,1.125,4.999881092521893,0.9094118903467676,1.0
58087,682377.0,58087.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
61244,690525.0,61244.0,4034725.0,1.0,3.0,3.0,0.3333333333333333,3.0,3.0,0.3333333333333333,1.0,1.0606601717798214,2.466303425947148,0.0
5643,4021156.0,88232.0,4034735.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,1.0
2154,4010216.0,84743.0,4034735.0,1.0,10.0,10.0,0.1,10.0,10.0,0.1,1.0,1.6666666666666663,9.606711778092896,1.0
5305,4020441.0,87894.0,4034735.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,1.0
78368,819897.0,78368.0,4034725.0,3.0,25.0,21.0,0.0683333333333333,25.0,25.0,0.04,1.0476190476190477,2.1899787543363165,1.2645893558429473,0.0
81690,1180466.0,81690.0,4034725.0,4.0,492.0,421.0,0.0028728495024257,492.0,492.0,0.0020325203252032,1.1235154394299287,9.512324560723188,0.6456633834329576,0.0
80436,920315.0,80436.0,4034725.0,5.0,67.0,38.0,0.0391225689733152,67.0,67.0,0.0149253731343283,1.4473684210526316,2.467976720090587,1.0610480217436264,0.0
70056,729071.0,70056.0,4034725.0,2.0,3.0,2.0,0.6666666666666666,3.0,3.0,0.3333333333333333,1.5,1.0606601717798214,1.8197849361681229,0.0
76194,779948.0,76194.0,4034725.0,2.0,17.0,14.0,0.0808823529411764,17.0,17.0,0.0588235294117647,1.2142857142857142,1.7946317519201538,1.150632330540205,0.0
54471,674744.0,54471.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
60288,687550.0,60288.0,4034725.0,1.0,3.0,3.0,0.3333333333333333,3.0,3.0,0.3333333333333333,1.0,1.0606601717798214,2.466303425947148,0.0
79413,855675.0,79413.0,4034725.0,2.0,63.0,51.0,0.0220174091141833,63.0,63.0,0.0158730158730158,1.2352941176470589,3.3112475053404435,1.2094209477326836,0.0
78982,837929.0,78982.0,4034725.0,2.0,51.0,48.0,0.0219607843137254,51.0,51.0,0.0196078431372549,1.0625,3.400999852984413,0.7074493044290056,0.0
52042,669617.0,52042.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
78694,828905.0,78694.0,4034725.0,3.0,30.0,22.0,0.0620689655172413,30.0,30.0,0.0333333333333333,1.2272727272727273,2.10316561130716,1.2834919176591282,0.0
61706,691962.0,61706.0,4034725.0,1.0,3.0,3.0,0.3333333333333333,3.0,3.0,0.3333333333333333,1.0,1.0606601717798214,2.466303425947148,0.0
61741,692071.0,61741.0,4034725.0,1.0,3.0,3.0,0.3333333333333333,3.0,3.0,0.3333333333333333,1.0,1.0606601717798214,2.466303425947148,0.0
54790,675417.0,54790.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
51402,668266.0,51402.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
52685,670973.0,52685.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
74793,762677.0,74793.0,4034725.0,2.0,11.0,10.0,0.109090909090909,11.0,11.0,0.0909090909090909,1.1,1.6077935190813526,0.8386990417320732,0.0
75628,772800.0,75628.0,4034725.0,3.0,4.0,2.0,0.8333333333333334,4.0,4.0,0.25,1.5,1.0540925533894598,2.1908982279662843,0.0
77540,800830.0,77540.0,4034725.0,2.0,28.0,26.0,0.041005291005291,28.0,28.0,0.0357142857142857,1.0769230769230769,2.513611777919578,0.7581650586584457,0.0
72557,743976.0,72557.0,4034725.0,2.0,6.0,5.0,0.2333333333333333,6.0,6.0,0.1666666666666666,1.2,1.2,1.1272434476690016,0.0
75260,768271.0,75260.0,4034725.0,2.0,13.0,12.0,0.0897435897435897,13.0,13.0,0.0769230769230769,1.0833333333333333,1.7519830034690531,0.7759942123102429,0.0
52670,670942.0,52670.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
70318,730216.0,70318.0,4034725.0,1.0,9.0,9.0,0.1111111111111111,9.0,9.0,0.1111111111111111,1.0,1.590990257669732,8.601151338313896,0.0
73391,749668.0,73391.0,4034725.0,2.0,7.0,6.0,0.1904761904761904,7.0,7.0,0.1428571428571428,1.1666666666666667,1.2856040517117926,1.0246281744283177,0.0
56960,679998.0,56960.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
746,3994343.0,83335.0,4034735.0,2.0,36.0,34.0,0.0309523809523809,36.0,36.0,0.0277777777777777,1.0588235294117647,2.8813262252522764,0.68845411035653,1.0
72506,743665.0,72506.0,4034725.0,2.0,6.0,5.0,0.2333333333333333,6.0,6.0,0.1666666666666666,1.2,1.2,1.1272434476690016,0.0
73568,751170.0,73568.0,4034725.0,2.0,7.0,4.0,0.2857142857142857,7.0,7.0,0.1428571428571428,1.75,1.20761472884912,2.364634266116017,0.0
80867,970068.0,80867.0,4034725.0,4.0,144.0,78.0,0.0199592074592074,144.0,144.0,0.0069444444444444,2.6956521739130435,3.4215747755874317,1.0196610334774718,0.0
54755,675343.0,54755.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
82378,2026896.0,82378.0,4034725.0,5.0,3187.0,2817.0,0.0004116692676679,3187.0,3187.0,0.0003137747097583,1.1111111111111112,24.95579328319657,0.0,0.0
50989,667392.0,50989.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
81827,1254874.0,81827.0,4034725.0,3.0,659.0,643.0,0.0015981661447066,659.0,659.0,0.0015174506828528,1.0233281493001556,12.534170136270674,0.4779427067179943,0.0
924,3998093.0,83513.0,4034735.0,3.0,11.0,8.0,0.1727272727272727,11.0,11.0,0.0909090909090909,1.25,1.3674794331177342,1.223868881915848,1.0
68169,718804.0,68169.0,4034725.0,1.0,6.0,6.0,0.1666666666666666,6.0,6.0,0.1666666666666666,1.0,1.3416407864998738,5.540522967544619,0.0
70941,734394.0,70941.0,4034725.0,2.0,4.0,3.0,0.4166666666666667,4.0,4.0,0.25,1.3333333333333333,1.0540925533894598,1.4409334564364835,0.0
73249,748658.0,73249.0,4034725.0,2.0,7.0,6.0,0.1904761904761904,7.0,7.0,0.1428571428571428,1.1666666666666667,1.2856040517117926,1.0246281744283177,0.0
52079,669694.0,52079.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
60199,687273.0,60199.0,4034725.0,1.0,3.0,3.0,0.3333333333333333,3.0,3.0,0.3333333333333333,1.0,1.0606601717798214,2.466303425947148,0.0
58313,682855.0,58313.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
73492,750422.0,73492.0,4034725.0,1.0,15.0,15.0,0.0666666666666666,15.0,15.0,0.0666666666666666,1.0,2.004459314343183,14.700218635648524,0.0
60536,688322.0,60536.0,4034725.0,1.0,3.0,3.0,0.3333333333333333,3.0,3.0,0.3333333333333333,1.0,1.0606601717798214,2.466303425947148,0.0
80797,960587.0,80797.0,4034725.0,3.0,155.0,139.0,0.0081692501047339,155.0,155.0,0.0064516129032258,1.0935251798561152,5.610329485007309,0.7446904768669069,0.0
53297,672265.0,53297.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
4163,4018031.0,86752.0,4034735.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,1.0
77604,802014.0,77604.0,4034725.0,3.0,15.0,12.0,0.1095238095238095,15.0,15.0,0.0666666666666666,1.1666666666666667,1.6598500055174643,1.0887975912572865,0.0
68019,717888.0,68019.0,4034725.0,1.0,6.0,6.0,0.1666666666666666,6.0,6.0,0.1666666666666666,1.0,1.3416407864998738,5.540522967544619,0.0
77831,806750.0,77831.0,4034725.0,3.0,15.0,8.0,0.1619047619047619,15.0,15.0,0.0666666666666666,1.625,1.2827346425762838,1.4883413195033963,0.0
2544,4012423.0,85133.0,4034735.0,1.0,7.0,7.0,0.1428571428571428,7.0,7.0,0.1428571428571428,1.0,1.4288690166235205,6.566261104483427,1.0
54023,673799.0,54023.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
79688,868354.0,79688.0,4034725.0,4.0,42.0,31.0,0.0423925667828106,42.0,42.0,0.0238095238095238,1.2903225806451613,2.4716115737640787,0.9595103723070556,0.0
54083,673925.0,54083.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
69148,725840.0,69148.0,4034725.0,1.0,8.0,8.0,0.125,8.0,8.0,0.125,1.0,1.511857892036909,7.56474452887877,0.0
71024,734736.0,71024.0,4034725.0,2.0,4.0,3.0,0.4166666666666667,4.0,4.0,0.25,1.3333333333333333,1.0540925533894598,1.4409334564364835,0.0
58794,683869.0,58794.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
55329,676555.0,55329.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
70914,734283.0,70914.0,4034725.0,2.0,4.0,3.0,0.4166666666666667,4.0,4.0,0.25,1.3333333333333333,1.0540925533894598,1.4409334564364835,0.0
58942,684182.0,58942.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
63657,698031.0,63657.0,4034725.0,1.0,3.0,3.0,0.3333333333333333,3.0,3.0,0.3333333333333333,1.0,1.0606601717798214,2.466303425947148,0.0
1821,4008214.0,84410.0,4034735.0,2.0,6.0,5.0,0.2333333333333333,6.0,6.0,0.1666666666666666,1.2,1.2,1.1272434476690016,1.0
64277,700170.0,64277.0,4034725.0,1.0,4.0,4.0,0.25,4.0,4.0,0.25,1.0,1.1547005383792517,3.4973316197244064,0.0
51335,668124.0,51335.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
1361,4004085.0,83950.0,4034735.0,2.0,11.0,8.0,0.1454545454545454,11.0,11.0,0.0909090909090909,1.375,1.3874436925511608,1.540077422513401,1.0
71647,738630.0,71647.0,4034725.0,1.0,12.0,12.0,0.0833333333333333,12.0,12.0,0.0833333333333333,1.0,1.8090680674665816,11.3563017644377,0.0
3958,4017598.0,86547.0,4034735.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,1.0
59996,686640.0,59996.0,4034725.0,1.0,3.0,3.0,0.3333333333333333,3.0,3.0,0.3333333333333333,1.0,1.0606601717798214,2.466303425947148,0.0
69460,727216.0,69460.0,4034725.0,2.0,3.0,2.0,0.6666666666666666,3.0,3.0,0.3333333333333333,1.5,1.0606601717798214,1.8197849361681229,0.0
71071,734929.0,71071.0,4034725.0,2.0,4.0,3.0,0.4166666666666667,4.0,4.0,0.25,1.3333333333333333,1.0540925533894598,1.4409334564364835,0.0
58243,682707.0,58243.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
56955,679987.0,56955.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
79890,879602.0,79890.0,4034725.0,3.0,70.0,49.0,0.039751552795031,70.0,70.0,0.0142857142857142,4.0625,3.157292196465609,1.2019550677392683,0.0
62541,694560.0,62541.0,4034725.0,1.0,3.0,3.0,0.3333333333333333,3.0,3.0,0.3333333333333333,1.0,1.0606601717798214,2.466303425947148,0.0
55267,676424.0,55267.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
78605,826487.0,78605.0,4034725.0,3.0,28.0,14.0,0.0767195767195767,28.0,28.0,0.0357142857142857,1.9285714285714288,1.8279944710004543,0.9333061228821646,0.0
58280,682785.0,58280.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
66285,708497.0,66285.0,4034725.0,1.0,5.0,5.0,0.2,5.0,5.0,0.2,1.0,1.25,4.445556177931239,0.0
52976,671587.0,52976.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
79877,878708.0,79877.0,4034725.0,2.0,84.0,79.0,0.0133390705679862,84.0,84.0,0.0119047619047619,1.0632911392405062,4.341062667535035,0.7082910630524667,0.0
363,3976783.0,82952.0,4034735.0,4.0,82.0,40.0,0.0438121047877145,82.0,82.0,0.0121951219512195,3.0,2.4068375393896217,1.453132789499876,1.0
63712,698203.0,63712.0,4034725.0,1.0,3.0,3.0,0.3333333333333333,3.0,3.0,0.3333333333333333,1.0,1.0606601717798214,2.466303425947148,0.0
82055,1433730.0,82055.0,4034725.0,13.0,721.0,157.0,0.020621436276776,721.0,721.0,0.001386962552011,1.5031847133757965,3.5098674562132945,0.0,0.0
64465,700943.0,64465.0,4034725.0,1.0,4.0,4.0,0.25,4.0,4.0,0.25,1.0,1.1547005383792517,3.4973316197244064,0.0
60596,688508.0,60596.0,4034725.0,1.0,3.0,3.0,0.3333333333333333,3.0,3.0,0.3333333333333333,1.0,1.0606601717798214,2.466303425947148,0.0
70370,730690.0,70370.0,4034725.0,1.0,9.0,9.0,0.1111111111111111,9.0,9.0,0.1111111111111111,1.0,1.590990257669732,8.601151338313896,0.0
54150,674067.0,54150.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
69858,728453.0,69858.0,4034725.0,2.0,3.0,2.0,0.6666666666666666,3.0,3.0,0.3333333333333333,1.5,1.0606601717798214,1.8197849361681229,0.0
54388,674568.0,54388.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
62798,695358.0,62798.0,4034725.0,1.0,3.0,3.0,0.3333333333333333,3.0,3.0,0.3333333333333333,1.0,1.0606601717798214,2.466303425947148,0.0
74118,755824.0,74118.0,4034725.0,2.0,9.0,8.0,0.1388888888888889,9.0,9.0,0.1111111111111111,1.125,1.4523687548277813,0.9135735523927536,0.0
1556,4006163.0,84145.0,4034735.0,2.0,9.0,8.0,0.1388888888888889,9.0,9.0,0.1111111111111111,1.125,1.4523687548277813,0.9135735523927536,1.0
65929,706961.0,65929.0,4034725.0,1.0,4.0,4.0,0.25,4.0,4.0,0.25,1.0,1.1547005383792517,3.4973316197244064,0.0
67116,712745.0,67116.0,4034725.0,1.0,5.0,5.0,0.2,5.0,5.0,0.2,1.0,1.25,4.445556177931239,0.0
51653,668795.0,51653.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
52604,670803.0,52604.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
67604,715352.0,67604.0,4034725.0,1.0,6.0,6.0,0.1666666666666666,6.0,6.0,0.1666666666666666,1.0,1.3416407864998738,5.540522967544619,0.0
3002,4014741.0,85591.0,4034735.0,1.0,4.0,4.0,0.25,4.0,4.0,0.25,1.0,1.1547005383792517,3.4973316197244064,1.0
69918,728640.0,69918.0,4034725.0,2.0,3.0,2.0,0.6666666666666666,3.0,3.0,0.3333333333333333,1.5,1.0606601717798214,1.8197849361681229,0.0
53538,672774.0,53538.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
62518,694488.0,62518.0,4034725.0,1.0,3.0,3.0,0.3333333333333333,3.0,3.0,0.3333333333333333,1.0,1.0606601717798214,2.466303425947148,0.0
58624,683511.0,58624.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
52442,670461.0,52442.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
79589,863615.0,79589.0,4034725.0,4.0,34.0,17.0,0.088235294117647,34.0,34.0,0.0294117647058823,1.5294117647058822,1.666942125996978,1.4060051508909477,0.0
72159,741345.0,72159.0,4034725.0,2.0,5.0,4.0,0.3,5.0,5.0,0.2,1.25,1.118033988749895,1.2430425572334347,0.0
1367,4004161.0,83956.0,4034735.0,2.0,12.0,11.0,0.0984848484848484,12.0,12.0,0.0833333333333333,1.0909090909090908,1.681203818991539,0.8062765874468045,1.0
766,3994857.0,83355.0,4034735.0,2.0,32.0,18.0,0.0594758064516129,32.0,32.0,0.03125,1.7777777777777777,1.952612380699556,2.432435128222354,1.0
58554,683363.0,58554.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
75812,775199.0,75812.0,4034725.0,2.0,16.0,13.0,0.1708333333333333,16.0,16.0,0.0625,5.333333333333333,1.950498511777039,9.515601872224488,0.0
56571,679177.0,56571.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
62657,694920.0,62657.0,4034725.0,1.0,3.0,3.0,0.3333333333333333,3.0,3.0,0.3333333333333333,1.0,1.0606601717798214,2.466303425947148,0.0
4090,4017876.0,86679.0,4034735.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,1.0
57863,681904.0,57863.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
76821,788759.0,76821.0,4034725.0,2.0,22.0,20.0,0.0541125541125541,22.0,22.0,0.0454545454545454,1.1,2.199773230943066,0.8304884799056114,0.0
54976,675809.0,54976.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
66191,708039.0,66191.0,4034725.0,1.0,4.0,4.0,0.25,4.0,4.0,0.25,1.0,1.1547005383792517,3.4973316197244064,0.0
61475,691243.0,61475.0,4034725.0,1.0,3.0,3.0,0.3333333333333333,3.0,3.0,0.3333333333333333,1.0,1.0606601717798214,2.466303425947148,0.0
74307,757759.0,74307.0,4034725.0,2.0,8.0,5.0,0.2321428571428571,8.0,8.0,0.125,1.6,1.178030178747903,2.045327785354235,0.0
58297,682820.0,58297.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
1221,4002321.0,83810.0,4034735.0,2.0,15.0,13.0,0.0857142857142857,15.0,15.0,0.0666666666666666,1.1538461538461535,1.7713709668053206,0.9963582672695837,1.0
61359,690882.0,61359.0,4034725.0,1.0,3.0,3.0,0.3333333333333333,3.0,3.0,0.3333333333333333,1.0,1.0606601717798214,2.466303425947148,0.0
77125,793299.0,77125.0,4034725.0,3.0,11.0,9.0,0.1545454545454545,11.0,11.0,0.0909090909090909,1.1111111111111112,1.4832396974191326,1.2199481289217546,0.0
77810,806294.0,77810.0,4034725.0,3.0,15.0,8.0,0.1619047619047619,15.0,15.0,0.0666666666666666,1.625,1.3122266479195597,1.4883413195033963,0.0
60357,687765.0,60357.0,4034725.0,1.0,3.0,3.0,0.3333333333333333,3.0,3.0,0.3333333333333333,1.0,1.0606601717798214,2.466303425947148,0.0
55816,677583.0,55816.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
68400,720257.0,68400.0,4034725.0,1.0,7.0,7.0,0.1428571428571428,7.0,7.0,0.1428571428571428,1.0,1.4288690166235205,6.566261104483427,0.0
52713,671033.0,52713.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
66546,709831.0,66546.0,4034725.0,1.0,5.0,5.0,0.2,5.0,5.0,0.2,1.0,1.25,4.445556177931239,0.0
51603,668690.0,51603.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
67991,717716.0,67991.0,4034725.0,1.0,6.0,6.0,0.1666666666666666,6.0,6.0,0.1666666666666666,1.0,1.3416407864998738,5.540522967544619,0.0
71841,739720.0,71841.0,4034725.0,2.0,5.0,4.0,0.3,5.0,5.0,0.2,1.25,1.118033988749895,1.2430425572334347,0.0
56514,679057.0,56514.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
55117,676108.0,55117.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
995,3999156.0,83584.0,4034735.0,2.0,20.0,11.0,0.0973684210526315,20.0,20.0,0.05,1.818181818181818,1.6136536543953572,2.509982455825659,1.0
1956,4009036.0,84545.0,4034735.0,2.0,5.0,4.0,0.3,5.0,5.0,0.2,1.25,1.118033988749895,1.2430425572334347,1.0
59973,686569.0,59973.0,4034725.0,1.0,3.0,3.0,0.3333333333333333,3.0,3.0,0.3333333333333333,1.0,1.0606601717798214,2.466303425947148,0.0
79282,849794.0,79282.0,4034725.0,2.0,60.0,57.0,0.0183615819209039,60.0,60.0,0.0166666666666666,1.0526315789473684,3.7168529283378193,0.6712709909734482,0.0
55950,677866.0,55950.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
78323,818667.0,78323.0,4034725.0,2.0,38.0,35.0,0.0305832147937411,38.0,38.0,0.0263157894736842,1.0857142857142856,2.888100571083437,0.7840462365754667,0.0
54528,674864.0,54528.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
65319,704454.0,65319.0,4034725.0,1.0,4.0,4.0,0.25,4.0,4.0,0.25,1.0,1.1547005383792517,3.4973316197244064,0.0
981,3999022.0,83570.0,4034735.0,2.0,22.0,19.0,0.0584415584415584,22.0,22.0,0.0454545454545454,1.1578947368421053,2.10710922760358,1.0024021225386348,1.0
6054,4022023.0,88643.0,4034735.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,1.0
2831,4014039.0,85420.0,4034735.0,1.0,4.0,4.0,0.25,4.0,4.0,0.25,1.0,1.1547005383792517,3.4973316197244064,1.0
74251,757036.0,74251.0,4034725.0,2.0,9.0,8.0,0.1388888888888889,9.0,9.0,0.1111111111111111,1.125,1.4523687548277813,0.9135735523927536,0.0
53515,672726.0,53515.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
787,3995350.0,83376.0,4034735.0,2.0,31.0,23.0,0.0494623655913978,31.0,31.0,0.032258064516129,1.3478260869565215,2.160375481767515,1.477742207891024,1.0
628,3990940.0,83217.0,4034735.0,1.0,56.0,56.0,0.0178571428571428,56.0,56.0,0.0178571428571428,1.0,3.775519229794156,49.99833334827604,1.0
71812,739572.0,71812.0,4034725.0,2.0,5.0,4.0,0.3,5.0,5.0,0.2,1.25,1.118033988749895,1.2430425572334347,0.0
59051,684413.0,59051.0,4034725.0,1.0,2.0,2.0,0.5,2.0,2.0,0.5,1.0,1.0,1.43957893271737,0.0
2657,4013141.0,85246.0,4034735.0,1.0,6.0,6.0,0.1666666666666666,6.0,6.0,0.1666666666666666,1.0,1.3416407864998738,5.540522967544619,1.0
