,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_splitter,params,split0_test_accuracy_score,split1_test_accuracy_score,split2_test_accuracy_score,split3_test_accuracy_score,split4_test_accuracy_score,mean_test_accuracy_score,std_test_accuracy_score,rank_test_accuracy_score,split0_test_precision_0,split1_test_precision_0,split2_test_precision_0,split3_test_precision_0,split4_test_precision_0,mean_test_precision_0,std_test_precision_0,rank_test_precision_0,split0_test_precision_1,split1_test_precision_1,split2_test_precision_1,split3_test_precision_1,split4_test_precision_1,mean_test_precision_1,std_test_precision_1,rank_test_precision_1,split0_test_recall_0,split1_test_recall_0,split2_test_recall_0,split3_test_recall_0,split4_test_recall_0,mean_test_recall_0,std_test_recall_0,rank_test_recall_0,split0_test_recall_1,split1_test_recall_1,split2_test_recall_1,split3_test_recall_1,split4_test_recall_1,mean_test_recall_1,std_test_recall_1,rank_test_recall_1,split0_test_fbeta_score,split1_test_fbeta_score,split2_test_fbeta_score,split3_test_fbeta_score,split4_test_fbeta_score,mean_test_fbeta_score,std_test_fbeta_score,rank_test_fbeta_score,split0_test_balanced_accuracy_score,split1_test_balanced_accuracy_score,split2_test_balanced_accuracy_score,split3_test_balanced_accuracy_score,split4_test_balanced_accuracy_score,mean_test_balanced_accuracy_score,std_test_balanced_accuracy_score,rank_test_balanced_accuracy_score,split0_test_average_precision_score,split1_test_average_precision_score,split2_test_average_precision_score,split3_test_average_precision_score,split4_test_average_precision_score,mean_test_average_precision_score,std_test_average_precision_score,rank_test_average_precision_score,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
90,0.021828508377075194,0.013913656837272597,0.08336825370788574,0.02471093182066488,gini,2,9,2,best,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 9, 'min_samples_split': 2, 'splitter': 'best'}",0.9311111111111111,0.9466666666666667,0.9577777777777777,0.9488888888888889,0.9711111111111111,0.9511111111111111,0.013184352865947851,10,0.9145299145299145,0.9313304721030042,0.9439655172413793,0.9469026548672567,1.0,0.947345711748311,0.028696552174684746,193,0.9490740740740741,0.9631336405529954,0.9724770642201835,0.9508928571428571,0.9453781512605042,0.956191157450123,0.01009033989260138,1,0.9511111111111111,0.9644444444444444,0.9733333333333334,0.9511111111111111,0.9422222222222222,0.9564444444444445,0.01103082101865856,1,0.9111111111111111,0.9288888888888889,0.9422222222222222,0.9466666666666667,1.0,0.9457777777777778,0.02980098598087149,217,0.9412304866850322,0.9560841720036597,0.9662716499544212,0.9500446030330062,0.9558198810535259,0.9538901585459291,0.008208464440273205,1,0.9311111111111111,0.9466666666666667,0.9577777777777778,0.9488888888888889,0.971111111111111,0.9511111111111111,0.013184352865947829,10,0.909156378600823,0.930199692780338,0.945178389398573,0.9268452380952381,0.9453781512605042,0.9313515700270953,0.01343269359547395,1,0.9311111111111111,0.9466666666666667,0.9577777777777778,0.948888888888889,0.971111111111111,0.9511111111111111,0.013184352865947825,10
48,0.02671370506286621,0.01946519445341952,0.12236518859863281,0.02533684126080027,gini,2,2,2,best,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'best'}",0.9311111111111111,0.9466666666666667,0.9577777777777777,0.9488888888888889,0.9711111111111111,0.9511111111111111,0.013184352865947851,10,0.9145299145299145,0.9313304721030042,0.9439655172413793,0.9469026548672567,1.0,0.947345711748311,0.028696552174684746,193,0.9490740740740741,0.9631336405529954,0.9724770642201835,0.9508928571428571,0.9453781512605042,0.956191157450123,0.01009033989260138,1,0.9511111111111111,0.9644444444444444,0.9733333333333334,0.9511111111111111,0.9422222222222222,0.9564444444444445,0.01103082101865856,1,0.9111111111111111,0.9288888888888889,0.9422222222222222,0.9466666666666667,1.0,0.9457777777777778,0.02980098598087149,217,0.9412304866850322,0.9560841720036597,0.9662716499544212,0.9500446030330062,0.9558198810535259,0.9538901585459291,0.008208464440273205,1,0.9311111111111111,0.9466666666666667,0.9577777777777778,0.9488888888888889,0.971111111111111,0.9511111111111111,0.013184352865947829,10,0.909156378600823,0.930199692780338,0.945178389398573,0.9268452380952381,0.9453781512605042,0.9313515700270953,0.01343269359547395,1,0.9311111111111111,0.9466666666666667,0.9577777777777778,0.948888888888889,0.971111111111111,0.9511111111111111,0.013184352865947825,10
50,0.020968151092529298,0.008434311906588858,0.0909360408782959,0.01584966404017249,gini,2,2,3,best,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 2, 'min_samples_split': 3, 'splitter': 'best'}",0.9311111111111111,0.9466666666666667,0.9577777777777777,0.9488888888888889,0.9711111111111111,0.9511111111111111,0.013184352865947851,10,0.9145299145299145,0.9313304721030042,0.9439655172413793,0.9469026548672567,1.0,0.947345711748311,0.028696552174684746,193,0.9490740740740741,0.9631336405529954,0.9724770642201835,0.9508928571428571,0.9453781512605042,0.956191157450123,0.01009033989260138,1,0.9511111111111111,0.9644444444444444,0.9733333333333334,0.9511111111111111,0.9422222222222222,0.9564444444444445,0.01103082101865856,1,0.9111111111111111,0.9288888888888889,0.9422222222222222,0.9466666666666667,1.0,0.9457777777777778,0.02980098598087149,217,0.9412304866850322,0.9560841720036597,0.9662716499544212,0.9500446030330062,0.9558198810535259,0.9538901585459291,0.008208464440273205,1,0.9311111111111111,0.9466666666666667,0.9577777777777778,0.9488888888888889,0.971111111111111,0.9511111111111111,0.013184352865947829,10,0.909156378600823,0.930199692780338,0.945178389398573,0.9268452380952381,0.9453781512605042,0.9313515700270953,0.01343269359547395,1,0.9311111111111111,0.9466666666666667,0.9577777777777778,0.948888888888889,0.971111111111111,0.9511111111111111,0.013184352865947825,10
52,0.028558015823364258,0.014036357234003819,0.08927745819091797,0.016947465121047355,gini,2,2,4,best,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 2, 'min_samples_split': 4, 'splitter': 'best'}",0.9311111111111111,0.9466666666666667,0.9577777777777777,0.9488888888888889,0.9711111111111111,0.9511111111111111,0.013184352865947851,10,0.9145299145299145,0.9313304721030042,0.9439655172413793,0.9469026548672567,1.0,0.947345711748311,0.028696552174684746,193,0.9490740740740741,0.9631336405529954,0.9724770642201835,0.9508928571428571,0.9453781512605042,0.956191157450123,0.01009033989260138,1,0.9511111111111111,0.9644444444444444,0.9733333333333334,0.9511111111111111,0.9422222222222222,0.9564444444444445,0.01103082101865856,1,0.9111111111111111,0.9288888888888889,0.9422222222222222,0.9466666666666667,1.0,0.9457777777777778,0.02980098598087149,217,0.9412304866850322,0.9560841720036597,0.9662716499544212,0.9500446030330062,0.9558198810535259,0.9538901585459291,0.008208464440273205,1,0.9311111111111111,0.9466666666666667,0.9577777777777778,0.9488888888888889,0.971111111111111,0.9511111111111111,0.013184352865947829,10,0.909156378600823,0.930199692780338,0.945178389398573,0.9268452380952381,0.9453781512605042,0.9313515700270953,0.01343269359547395,1,0.9311111111111111,0.9466666666666667,0.9577777777777778,0.948888888888889,0.971111111111111,0.9511111111111111,0.013184352865947825,10
54,0.03467926979064941,0.023651279455002314,0.08893885612487792,0.010524210302284074,gini,2,3,2,best,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 3, 'min_samples_split': 2, 'splitter': 'best'}",0.9311111111111111,0.9466666666666667,0.9577777777777777,0.9488888888888889,0.9711111111111111,0.9511111111111111,0.013184352865947851,10,0.9145299145299145,0.9313304721030042,0.9439655172413793,0.9469026548672567,1.0,0.947345711748311,0.028696552174684746,193,0.9490740740740741,0.9631336405529954,0.9724770642201835,0.9508928571428571,0.9453781512605042,0.956191157450123,0.01009033989260138,1,0.9511111111111111,0.9644444444444444,0.9733333333333334,0.9511111111111111,0.9422222222222222,0.9564444444444445,0.01103082101865856,1,0.9111111111111111,0.9288888888888889,0.9422222222222222,0.9466666666666667,1.0,0.9457777777777778,0.02980098598087149,217,0.9412304866850322,0.9560841720036597,0.9662716499544212,0.9500446030330062,0.9558198810535259,0.9538901585459291,0.008208464440273205,1,0.9311111111111111,0.9466666666666667,0.9577777777777778,0.9488888888888889,0.971111111111111,0.9511111111111111,0.013184352865947829,10,0.909156378600823,0.930199692780338,0.945178389398573,0.9268452380952381,0.9453781512605042,0.9313515700270953,0.01343269359547395,1,0.9311111111111111,0.9466666666666667,0.9577777777777778,0.948888888888889,0.971111111111111,0.9511111111111111,0.013184352865947825,10
56,0.025772809982299805,0.008982164490046622,0.09085636138916016,0.023406012712803508,gini,2,3,3,best,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 3, 'min_samples_split': 3, 'splitter': 'best'}",0.9311111111111111,0.9466666666666667,0.9577777777777777,0.9488888888888889,0.9711111111111111,0.9511111111111111,0.013184352865947851,10,0.9145299145299145,0.9313304721030042,0.9439655172413793,0.9469026548672567,1.0,0.947345711748311,0.028696552174684746,193,0.9490740740740741,0.9631336405529954,0.9724770642201835,0.9508928571428571,0.9453781512605042,0.956191157450123,0.01009033989260138,1,0.9511111111111111,0.9644444444444444,0.9733333333333334,0.9511111111111111,0.9422222222222222,0.9564444444444445,0.01103082101865856,1,0.9111111111111111,0.9288888888888889,0.9422222222222222,0.9466666666666667,1.0,0.9457777777777778,0.02980098598087149,217,0.9412304866850322,0.9560841720036597,0.9662716499544212,0.9500446030330062,0.9558198810535259,0.9538901585459291,0.008208464440273205,1,0.9311111111111111,0.9466666666666667,0.9577777777777778,0.9488888888888889,0.971111111111111,0.9511111111111111,0.013184352865947829,10,0.909156378600823,0.930199692780338,0.945178389398573,0.9268452380952381,0.9453781512605042,0.9313515700270953,0.01343269359547395,1,0.9311111111111111,0.9466666666666667,0.9577777777777778,0.948888888888889,0.971111111111111,0.9511111111111111,0.013184352865947825,10
58,0.036893606185913086,0.0203027391238576,0.09124436378479003,0.02467643114775736,gini,2,3,4,best,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 3, 'min_samples_split': 4, 'splitter': 'best'}",0.9311111111111111,0.9466666666666667,0.9577777777777777,0.9488888888888889,0.9711111111111111,0.9511111111111111,0.013184352865947851,10,0.9145299145299145,0.9313304721030042,0.9439655172413793,0.9469026548672567,1.0,0.947345711748311,0.028696552174684746,193,0.9490740740740741,0.9631336405529954,0.9724770642201835,0.9508928571428571,0.9453781512605042,0.956191157450123,0.01009033989260138,1,0.9511111111111111,0.9644444444444444,0.9733333333333334,0.9511111111111111,0.9422222222222222,0.9564444444444445,0.01103082101865856,1,0.9111111111111111,0.9288888888888889,0.9422222222222222,0.9466666666666667,1.0,0.9457777777777778,0.02980098598087149,217,0.9412304866850322,0.9560841720036597,0.9662716499544212,0.9500446030330062,0.9558198810535259,0.9538901585459291,0.008208464440273205,1,0.9311111111111111,0.9466666666666667,0.9577777777777778,0.9488888888888889,0.971111111111111,0.9511111111111111,0.013184352865947829,10,0.909156378600823,0.930199692780338,0.945178389398573,0.9268452380952381,0.9453781512605042,0.9313515700270953,0.01343269359547395,1,0.9311111111111111,0.9466666666666667,0.9577777777777778,0.948888888888889,0.971111111111111,0.9511111111111111,0.013184352865947825,10
60,0.020516490936279295,0.011284372276699407,0.10739283561706543,0.023861537382399503,gini,2,4,2,best,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 4, 'min_samples_split': 2, 'splitter': 'best'}",0.9311111111111111,0.9466666666666667,0.9577777777777777,0.9488888888888889,0.9711111111111111,0.9511111111111111,0.013184352865947851,10,0.9145299145299145,0.9313304721030042,0.9439655172413793,0.9469026548672567,1.0,0.947345711748311,0.028696552174684746,193,0.9490740740740741,0.9631336405529954,0.9724770642201835,0.9508928571428571,0.9453781512605042,0.956191157450123,0.01009033989260138,1,0.9511111111111111,0.9644444444444444,0.9733333333333334,0.9511111111111111,0.9422222222222222,0.9564444444444445,0.01103082101865856,1,0.9111111111111111,0.9288888888888889,0.9422222222222222,0.9466666666666667,1.0,0.9457777777777778,0.02980098598087149,217,0.9412304866850322,0.9560841720036597,0.9662716499544212,0.9500446030330062,0.9558198810535259,0.9538901585459291,0.008208464440273205,1,0.9311111111111111,0.9466666666666667,0.9577777777777778,0.9488888888888889,0.971111111111111,0.9511111111111111,0.013184352865947829,10,0.909156378600823,0.930199692780338,0.945178389398573,0.9268452380952381,0.9453781512605042,0.9313515700270953,0.01343269359547395,1,0.9311111111111111,0.9466666666666667,0.9577777777777778,0.948888888888889,0.971111111111111,0.9511111111111111,0.013184352865947825,10
62,0.028357219696044923,0.015073685102755592,0.08855142593383789,0.016158363929745848,gini,2,4,3,best,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 4, 'min_samples_split': 3, 'splitter': 'best'}",0.9311111111111111,0.9466666666666667,0.9577777777777777,0.9488888888888889,0.9711111111111111,0.9511111111111111,0.013184352865947851,10,0.9145299145299145,0.9313304721030042,0.9439655172413793,0.9469026548672567,1.0,0.947345711748311,0.028696552174684746,193,0.9490740740740741,0.9631336405529954,0.9724770642201835,0.9508928571428571,0.9453781512605042,0.956191157450123,0.01009033989260138,1,0.9511111111111111,0.9644444444444444,0.9733333333333334,0.9511111111111111,0.9422222222222222,0.9564444444444445,0.01103082101865856,1,0.9111111111111111,0.9288888888888889,0.9422222222222222,0.9466666666666667,1.0,0.9457777777777778,0.02980098598087149,217,0.9412304866850322,0.9560841720036597,0.9662716499544212,0.9500446030330062,0.9558198810535259,0.9538901585459291,0.008208464440273205,1,0.9311111111111111,0.9466666666666667,0.9577777777777778,0.9488888888888889,0.971111111111111,0.9511111111111111,0.013184352865947829,10,0.909156378600823,0.930199692780338,0.945178389398573,0.9268452380952381,0.9453781512605042,0.9313515700270953,0.01343269359547395,1,0.9311111111111111,0.9466666666666667,0.9577777777777778,0.948888888888889,0.971111111111111,0.9511111111111111,0.013184352865947825,10
64,0.01783432960510254,0.005610149962442796,0.11612162590026856,0.023044683026207533,gini,2,4,4,best,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 4, 'min_samples_split': 4, 'splitter': 'best'}",0.9311111111111111,0.9466666666666667,0.9577777777777777,0.9488888888888889,0.9711111111111111,0.9511111111111111,0.013184352865947851,10,0.9145299145299145,0.9313304721030042,0.9439655172413793,0.9469026548672567,1.0,0.947345711748311,0.028696552174684746,193,0.9490740740740741,0.9631336405529954,0.9724770642201835,0.9508928571428571,0.9453781512605042,0.956191157450123,0.01009033989260138,1,0.9511111111111111,0.9644444444444444,0.9733333333333334,0.9511111111111111,0.9422222222222222,0.9564444444444445,0.01103082101865856,1,0.9111111111111111,0.9288888888888889,0.9422222222222222,0.9466666666666667,1.0,0.9457777777777778,0.02980098598087149,217,0.9412304866850322,0.9560841720036597,0.9662716499544212,0.9500446030330062,0.9558198810535259,0.9538901585459291,0.008208464440273205,1,0.9311111111111111,0.9466666666666667,0.9577777777777778,0.9488888888888889,0.971111111111111,0.9511111111111111,0.013184352865947829,10,0.909156378600823,0.930199692780338,0.945178389398573,0.9268452380952381,0.9453781512605042,0.9313515700270953,0.01343269359547395,1,0.9311111111111111,0.9466666666666667,0.9577777777777778,0.948888888888889,0.971111111111111,0.9511111111111111,0.013184352865947825,10
