,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_dual,param_fit_intercept,param_max_iter,param_n_jobs,param_penalty,param_solver,params,split0_test_accuracy_score,split1_test_accuracy_score,split2_test_accuracy_score,split3_test_accuracy_score,split4_test_accuracy_score,mean_test_accuracy_score,std_test_accuracy_score,rank_test_accuracy_score,split0_test_precision_0,split1_test_precision_0,split2_test_precision_0,split3_test_precision_0,split4_test_precision_0,mean_test_precision_0,std_test_precision_0,rank_test_precision_0,split0_test_precision_1,split1_test_precision_1,split2_test_precision_1,split3_test_precision_1,split4_test_precision_1,mean_test_precision_1,std_test_precision_1,rank_test_precision_1,split0_test_recall_0,split1_test_recall_0,split2_test_recall_0,split3_test_recall_0,split4_test_recall_0,mean_test_recall_0,std_test_recall_0,rank_test_recall_0,split0_test_recall_1,split1_test_recall_1,split2_test_recall_1,split3_test_recall_1,split4_test_recall_1,mean_test_recall_1,std_test_recall_1,rank_test_recall_1,split0_test_fbeta_score,split1_test_fbeta_score,split2_test_fbeta_score,split3_test_fbeta_score,split4_test_fbeta_score,mean_test_fbeta_score,std_test_fbeta_score,rank_test_fbeta_score,split0_test_balanced_accuracy_score,split1_test_balanced_accuracy_score,split2_test_balanced_accuracy_score,split3_test_balanced_accuracy_score,split4_test_balanced_accuracy_score,mean_test_balanced_accuracy_score,std_test_balanced_accuracy_score,rank_test_balanced_accuracy_score,split0_test_average_precision_score,split1_test_average_precision_score,split2_test_average_precision_score,split3_test_average_precision_score,split4_test_average_precision_score,mean_test_average_precision_score,std_test_average_precision_score,rank_test_average_precision_score,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
455,0.08291473388671874,0.007861272942497624,0.07793726921081542,0.014945089802931437,8,False,True,500,-1,l2,lbfgs,"{'C': 8, 'dual': False, 'fit_intercept': True, 'max_iter': 500, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8911111111111111,0.9177777777777778,0.9288888888888889,0.9377777777777778,0.96,0.9271111111111111,0.022723240944291942,1,0.8928571428571429,0.9051724137931034,0.9071729957805907,0.9417040358744395,1.0,0.9293813176610553,0.03886423448826969,55,0.8893805309734514,0.9311926605504587,0.9530516431924883,0.933920704845815,0.9259259259259259,0.9266942930976277,0.0207849631824944,1,0.8888888888888888,0.9333333333333333,0.9555555555555556,0.9333333333333333,0.92,0.9262222222222223,0.021881837555717668,1,0.8933333333333333,0.9022222222222223,0.9022222222222223,0.9422222222222222,1.0,0.9279999999999999,0.0397920520632878,55,0.8901682905225864,0.9252506836827712,0.9424326833797586,0.9355692850838482,0.9398496240601504,0.9266541133458229,0.019161158338440655,1,0.8911111111111111,0.9177777777777778,0.9288888888888889,0.9377777777777778,0.96,0.9271111111111111,0.022723240944291942,1,0.8478466076696165,0.8890316004077472,0.9087532603025561,0.9088497307880568,0.9259259259259259,0.8960814250187804,0.026797749561584535,1,0.891111111111111,0.9177777777777778,0.928888888888889,0.9377777777777777,0.9600000000000001,0.9271111111111111,0.022723240944292,1
515,0.05420784950256348,0.014598700426331938,0.0751884937286377,0.02112165124794975,9,False,True,500,-1,l2,lbfgs,"{'C': 9, 'dual': False, 'fit_intercept': True, 'max_iter': 500, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8911111111111111,0.9177777777777778,0.9288888888888889,0.9377777777777778,0.96,0.9271111111111111,0.022723240944291942,1,0.8928571428571429,0.9051724137931034,0.9071729957805907,0.9417040358744395,1.0,0.9293813176610553,0.03886423448826969,55,0.8893805309734514,0.9311926605504587,0.9530516431924883,0.933920704845815,0.9259259259259259,0.9266942930976277,0.0207849631824944,1,0.8888888888888888,0.9333333333333333,0.9555555555555556,0.9333333333333333,0.92,0.9262222222222223,0.021881837555717668,1,0.8933333333333333,0.9022222222222223,0.9022222222222223,0.9422222222222222,1.0,0.9279999999999999,0.0397920520632878,55,0.8901682905225864,0.9252506836827712,0.9424326833797586,0.9355692850838482,0.9398496240601504,0.9266541133458229,0.019161158338440655,1,0.8911111111111111,0.9177777777777778,0.9288888888888889,0.9377777777777778,0.96,0.9271111111111111,0.022723240944291942,1,0.8478466076696165,0.8890316004077472,0.9087532603025561,0.9088497307880568,0.9259259259259259,0.8960814250187804,0.026797749561584535,1,0.891111111111111,0.9177777777777778,0.928888888888889,0.9377777777777777,0.9600000000000001,0.9271111111111111,0.022723240944292,1
395,0.0903707504272461,0.045852376249147585,0.07240667343139648,0.008554422260715363,7,False,True,500,-1,l2,lbfgs,"{'C': 7, 'dual': False, 'fit_intercept': True, 'max_iter': 500, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8911111111111111,0.9177777777777778,0.9288888888888889,0.9377777777777778,0.9577777777777777,0.9266666666666665,0.022088486470736315,3,0.8928571428571429,0.9051724137931034,0.9071729957805907,0.9417040358744395,1.0,0.9293813176610553,0.03886423448826969,55,0.8893805309734514,0.9311926605504587,0.9530516431924883,0.933920704845815,0.9221311475409836,0.9259353374206393,0.02086827886123169,3,0.8888888888888888,0.9333333333333333,0.9555555555555556,0.9333333333333333,0.9155555555555556,0.9253333333333333,0.022204437327638778,3,0.8933333333333333,0.9022222222222223,0.9022222222222223,0.9422222222222222,1.0,0.9279999999999999,0.0397920520632878,55,0.8901682905225864,0.9252506836827712,0.9424326833797586,0.9355692850838482,0.9367194004995837,0.9260280686337096,0.018766879265993453,3,0.8911111111111111,0.9177777777777778,0.9288888888888889,0.9377777777777778,0.9577777777777778,0.9266666666666665,0.022088486470736343,3,0.8478466076696165,0.8890316004077472,0.9087532603025561,0.9088497307880568,0.9221311475409836,0.8953224693417919,0.025983112393691506,3,0.891111111111111,0.9177777777777778,0.928888888888889,0.9377777777777777,0.9577777777777778,0.9266666666666665,0.022088486470736374,19
335,0.10383396148681641,0.04516405297140889,0.0700918197631836,0.009685996627253012,6,False,True,500,-1,l2,lbfgs,"{'C': 6, 'dual': False, 'fit_intercept': True, 'max_iter': 500, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8911111111111111,0.9177777777777778,0.9288888888888889,0.9377777777777778,0.9577777777777777,0.9266666666666665,0.022088486470736315,3,0.8928571428571429,0.9051724137931034,0.9071729957805907,0.9417040358744395,1.0,0.9293813176610553,0.03886423448826969,55,0.8893805309734514,0.9311926605504587,0.9530516431924883,0.933920704845815,0.9221311475409836,0.9259353374206393,0.02086827886123169,3,0.8888888888888888,0.9333333333333333,0.9555555555555556,0.9333333333333333,0.9155555555555556,0.9253333333333333,0.022204437327638778,3,0.8933333333333333,0.9022222222222223,0.9022222222222223,0.9422222222222222,1.0,0.9279999999999999,0.0397920520632878,55,0.8901682905225864,0.9252506836827712,0.9424326833797586,0.9355692850838482,0.9367194004995837,0.9260280686337096,0.018766879265993453,3,0.8911111111111111,0.9177777777777778,0.9288888888888889,0.9377777777777778,0.9577777777777778,0.9266666666666665,0.022088486470736343,3,0.8478466076696165,0.8890316004077472,0.9087532603025561,0.9088497307880568,0.9221311475409836,0.8953224693417919,0.025983112393691506,3,0.891111111111111,0.9177777777777778,0.928888888888889,0.9377777777777777,0.9577777777777778,0.9266666666666665,0.022088486470736374,19
458,0.19031205177307128,0.0986424640920287,0.0639880657196045,0.00956348053400442,8,False,True,500,-1,l2,sag,"{'C': 8, 'dual': False, 'fit_intercept': True, 'max_iter': 500, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'sag'}",0.8911111111111111,0.9177777777777778,0.9266666666666666,0.9377777777777778,0.96,0.9266666666666665,0.022705848487901872,3,0.8928571428571429,0.9051724137931034,0.9067796610169492,0.9417040358744395,1.0,0.9293026507083268,0.03890947954332091,60,0.8893805309734514,0.9311926605504587,0.9485981308411215,0.933920704845815,0.9259259259259259,0.9258035906273545,0.019703679463012717,5,0.8888888888888888,0.9333333333333333,0.9511111111111111,0.9333333333333333,0.92,0.9253333333333333,0.020732273403894424,3,0.8933333333333333,0.9022222222222223,0.9022222222222223,0.9422222222222222,1.0,0.9279999999999999,0.0397920520632878,55,0.8901682905225864,0.9252506836827712,0.938945420906568,0.9355692850838482,0.9398496240601504,0.9259566608511847,0.018630248058893902,5,0.8911111111111111,0.9177777777777778,0.9266666666666667,0.9377777777777778,0.96,0.9266666666666665,0.022705848487901872,3,0.8478466076696165,0.8890316004077472,0.904735202492212,0.9088497307880568,0.9259259259259259,0.8952778134567116,0.02646386368319674,5,0.891111111111111,0.9177777777777778,0.9266666666666667,0.9377777777777777,0.9600000000000001,0.9266666666666667,0.02270584848790193,3
514,0.2570348262786865,0.08868518395186549,0.06333584785461426,0.020622695222687393,9,False,True,500,-1,l1,saga,"{'C': 9, 'dual': False, 'fit_intercept': True, 'max_iter': 500, 'n_jobs': -1, 'penalty': 'l1', 'solver': 'saga'}",0.8911111111111111,0.9177777777777778,0.9266666666666666,0.9377777777777778,0.96,0.9266666666666665,0.022705848487901872,3,0.8928571428571429,0.9051724137931034,0.9067796610169492,0.9417040358744395,1.0,0.9293026507083268,0.03890947954332091,60,0.8893805309734514,0.9311926605504587,0.9485981308411215,0.933920704845815,0.9259259259259259,0.9258035906273545,0.019703679463012717,5,0.8888888888888888,0.9333333333333333,0.9511111111111111,0.9333333333333333,0.92,0.9253333333333333,0.020732273403894424,3,0.8933333333333333,0.9022222222222223,0.9022222222222223,0.9422222222222222,1.0,0.9279999999999999,0.0397920520632878,55,0.8901682905225864,0.9252506836827712,0.938945420906568,0.9355692850838482,0.9398496240601504,0.9259566608511847,0.018630248058893902,5,0.8911111111111111,0.9177777777777778,0.9266666666666667,0.9377777777777778,0.96,0.9266666666666665,0.022705848487901872,3,0.8478466076696165,0.8890316004077472,0.904735202492212,0.9088497307880568,0.9259259259259259,0.8952778134567116,0.02646386368319674,5,0.891111111111111,0.9177777777777778,0.9266666666666667,0.9377777777777777,0.9600000000000001,0.9266666666666667,0.02270584848790193,3
516,0.07405214309692383,0.013165969938076564,0.07969584465026855,0.02593266205977175,9,False,True,500,-1,l2,newton-cg,"{'C': 9, 'dual': False, 'fit_intercept': True, 'max_iter': 500, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8911111111111111,0.9177777777777778,0.9266666666666666,0.9377777777777778,0.96,0.9266666666666665,0.022705848487901872,3,0.8928571428571429,0.9051724137931034,0.9067796610169492,0.9417040358744395,1.0,0.9293026507083268,0.03890947954332091,60,0.8893805309734514,0.9311926605504587,0.9485981308411215,0.933920704845815,0.9259259259259259,0.9258035906273545,0.019703679463012717,5,0.8888888888888888,0.9333333333333333,0.9511111111111111,0.9333333333333333,0.92,0.9253333333333333,0.020732273403894424,3,0.8933333333333333,0.9022222222222223,0.9022222222222223,0.9422222222222222,1.0,0.9279999999999999,0.0397920520632878,55,0.8901682905225864,0.9252506836827712,0.938945420906568,0.9355692850838482,0.9398496240601504,0.9259566608511847,0.018630248058893902,5,0.8911111111111111,0.9177777777777778,0.9266666666666667,0.9377777777777778,0.96,0.9266666666666665,0.022705848487901872,3,0.8478466076696165,0.8890316004077472,0.904735202492212,0.9088497307880568,0.9259259259259259,0.8952778134567116,0.02646386368319674,5,0.891111111111111,0.9177777777777778,0.9266666666666667,0.9377777777777777,0.9600000000000001,0.9266666666666667,0.02270584848790193,3
517,0.10000729560852051,0.037385772616867645,0.07225594520568848,0.014982412044321117,9,False,True,500,-1,l2,newton-cholesky,"{'C': 9, 'dual': False, 'fit_intercept': True, 'max_iter': 500, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'newton-cholesky'}",0.8911111111111111,0.9177777777777778,0.9266666666666666,0.9377777777777778,0.96,0.9266666666666665,0.022705848487901872,3,0.8928571428571429,0.9051724137931034,0.9067796610169492,0.9417040358744395,1.0,0.9293026507083268,0.03890947954332091,60,0.8893805309734514,0.9311926605504587,0.9485981308411215,0.933920704845815,0.9259259259259259,0.9258035906273545,0.019703679463012717,5,0.8888888888888888,0.9333333333333333,0.9511111111111111,0.9333333333333333,0.92,0.9253333333333333,0.020732273403894424,3,0.8933333333333333,0.9022222222222223,0.9022222222222223,0.9422222222222222,1.0,0.9279999999999999,0.0397920520632878,55,0.8901682905225864,0.9252506836827712,0.938945420906568,0.9355692850838482,0.9398496240601504,0.9259566608511847,0.018630248058893902,5,0.8911111111111111,0.9177777777777778,0.9266666666666667,0.9377777777777778,0.96,0.9266666666666665,0.022705848487901872,3,0.8478466076696165,0.8890316004077472,0.904735202492212,0.9088497307880568,0.9259259259259259,0.8952778134567116,0.02646386368319674,5,0.891111111111111,0.9177777777777778,0.9266666666666667,0.9377777777777777,0.9600000000000001,0.9266666666666667,0.02270584848790193,3
518,0.2627871036529541,0.24242330977146498,0.07080059051513672,0.006355729357000396,9,False,True,500,-1,l2,sag,"{'C': 9, 'dual': False, 'fit_intercept': True, 'max_iter': 500, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'sag'}",0.8911111111111111,0.9177777777777778,0.9266666666666666,0.9377777777777778,0.96,0.9266666666666665,0.022705848487901872,3,0.8928571428571429,0.9051724137931034,0.9067796610169492,0.9417040358744395,1.0,0.9293026507083268,0.03890947954332091,60,0.8893805309734514,0.9311926605504587,0.9485981308411215,0.933920704845815,0.9259259259259259,0.9258035906273545,0.019703679463012717,5,0.8888888888888888,0.9333333333333333,0.9511111111111111,0.9333333333333333,0.92,0.9253333333333333,0.020732273403894424,3,0.8933333333333333,0.9022222222222223,0.9022222222222223,0.9422222222222222,1.0,0.9279999999999999,0.0397920520632878,55,0.8901682905225864,0.9252506836827712,0.938945420906568,0.9355692850838482,0.9398496240601504,0.9259566608511847,0.018630248058893902,5,0.8911111111111111,0.9177777777777778,0.9266666666666667,0.9377777777777778,0.96,0.9266666666666665,0.022705848487901872,3,0.8478466076696165,0.8890316004077472,0.904735202492212,0.9088497307880568,0.9259259259259259,0.8952778134567116,0.02646386368319674,5,0.891111111111111,0.9177777777777778,0.9266666666666667,0.9377777777777777,0.9600000000000001,0.9266666666666667,0.02270584848790193,3
519,0.13478541374206543,0.02622046074700628,0.038146591186523436,0.005848437666865061,9,False,True,500,-1,l2,saga,"{'C': 9, 'dual': False, 'fit_intercept': True, 'max_iter': 500, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'saga'}",0.8911111111111111,0.9177777777777778,0.9266666666666666,0.9377777777777778,0.96,0.9266666666666665,0.022705848487901872,3,0.8928571428571429,0.9051724137931034,0.9067796610169492,0.9417040358744395,1.0,0.9293026507083268,0.03890947954332091,60,0.8893805309734514,0.9311926605504587,0.9485981308411215,0.933920704845815,0.9259259259259259,0.9258035906273545,0.019703679463012717,5,0.8888888888888888,0.9333333333333333,0.9511111111111111,0.9333333333333333,0.92,0.9253333333333333,0.020732273403894424,3,0.8933333333333333,0.9022222222222223,0.9022222222222223,0.9422222222222222,1.0,0.9279999999999999,0.0397920520632878,55,0.8901682905225864,0.9252506836827712,0.938945420906568,0.9355692850838482,0.9398496240601504,0.9259566608511847,0.018630248058893902,5,0.8911111111111111,0.9177777777777778,0.9266666666666667,0.9377777777777778,0.96,0.9266666666666665,0.022705848487901872,3,0.8478466076696165,0.8890316004077472,0.904735202492212,0.9088497307880568,0.9259259259259259,0.8952778134567116,0.02646386368319674,5,0.891111111111111,0.9177777777777778,0.9266666666666667,0.9377777777777777,0.9600000000000001,0.9266666666666667,0.02270584848790193,3
