,cascade_root_id,cascade_id,time_bucket,depth,size,max_breadth,virality,strongly_cc,weakly_cc,size_of_scc,avg_cluster_coef,density,layer_ratio,structural_heterogeneity,characteristic_distance,veracity
0,3837452.0,82589.0,4034735.0,3.0,1649.0,1521.0,0.0007127738494056415,1649.0,1.0,1649.0,0.0,0.0006064281382656155,1.0769230769230769,18.738482186980885,0.5745589064974911,1.0
1,3839102.0,82590.0,4034735.0,3.0,1647.0,1559.0,0.000680939090994267,1647.0,1.0,1647.0,0.0,0.0006071645415907711,1.0513149454778705,19.214384426759786,0.5334439602051677,1.0
2,3840749.0,82591.0,4034735.0,7.0,1543.0,1086.0,0.0013239154610630158,1543.0,1.0,1543.0,0.0,0.0006480881399870382,1.2808471454880295,13.852469064427147,0.0,1.0
3,3842292.0,82592.0,4034735.0,5.0,1586.0,1122.0,0.0019842390634137027,1586.0,1.0,1586.0,0.0,0.0006305170239596469,5.065217391304348,14.127661860444052,0.8310857746912393,1.0
4,3843878.0,82593.0,4034735.0,4.0,1554.0,1308.0,0.0009136631802439916,1554.0,1.0,1554.0,0.0,0.0006435006435006435,1.154434250764526,16.600460003779155,0.5795387197987608,1.0
5,3845432.0,82594.0,4034735.0,6.0,1491.0,1156.0,0.001157729374006905,1491.0,1.0,1491.0,0.0,0.0006706908115358819,1.217993079584775,14.982648335235536,0.0,1.0
6,3846923.0,82595.0,4034735.0,6.0,1443.0,1012.0,0.0014033023741761605,1443.0,1.0,1443.0,0.0,0.000693000693000693,1.2727272727272727,13.344248335332889,0.0,1.0
7,3848366.0,82596.0,4034735.0,7.0,1398.0,672.0,0.0025125370838594454,1398.0,1.0,1398.0,0.0,0.000715307582260372,2.60381861575179,9.291423096434372,0.0,1.0
8,3849764.0,82597.0,4034735.0,4.0,1479.0,1255.0,0.0009304827805789854,1479.0,1.0,1479.0,0.0,0.000676132521974307,1.1529880478087648,16.36836494337878,0.5521766563893573,1.0
9,3851243.0,82598.0,4034735.0,11.0,1174.0,449.0,0.0061026706808936446,1174.0,1.0,1174.0,0.0,0.0008517887563884157,1.601336302895323,6.687277278245961,0.0,1.0
